id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35710204,The N residence,gAAAAABddcx9JvH81CnN1rhxvxvNLYVXfsd9IeVNAtnQ9y6GmG6_Ii3YY2zyGvveWFPAprbqXl_sTKqDtpXCRKr43Taewwf1UQ==,gAAAAABddcx9veT9hN0vB9UaljQNW7P4ITlcmQjH6I1K_1dvwdyFvW3_epQOOikVmxsY8idM_IYnKfgZSnT-ZLCFIwM5zIjURw==,Brooklyn,Midwood,40.61354,-73.96316,Private room,140,1,0,,,1,364
20761296,Huge Room in Beautiful New Renovated Apartment,gAAAAABddcx98dW2Jhh4wlqYLhvim-9t13c0_5FSfDdemGrdSMIQRdiqV69xTxrr4x-5FrlZ2dBvIIcxg0xHx5t26Iogvc34VA==,gAAAAABddcx9dDyqrmq6ce8CdNVzq55LWBCY86WAiXgh9yUgl9TctsEB1paRKnUE_RZk4HtRjV8MWx6bP5pl5FV7uAMzkIe0hQ==,Queens,Astoria,40.77028,-73.92112,Private room,45,5,20,2019-06-19,0.89,1,16
13282840,Cozy Private room near Central Park,gAAAAABddcx9G6iNT4BNsZ3UzonnAQZlmE71svOPWQsSuNFIl10qqitUeaX-Uio3ryZS8rAD2OvnKoJo2rLwMGldtlGldoWDQA==,gAAAAABddcx9WQn9GHYFB33B2D1x1p1tlbL8PiWawy5sI3TjzcND_uFdzxDBSEdvLUyXo-GAUhICK5Ehzi3NwEeebCiGkKeXsg==,Manhattan,East Harlem,40.79532,-73.94454,Private room,85,4,46,2019-07-01,1.23,1,72
6100514,1BR 5 minute walk to Times Square,gAAAAABddcx9ekOGDh6Ke2_t7nIWM37HgyGGZkzZpjE3kDPYziiryUOZ2pvbYFnifBQKjLtMphHuF07cyZcy0O9iYI9zr8BvDA==,gAAAAABddcx9UBBZtrVPwxsI4MoVz6nj4MUcy0hY3hI1DYjZyfo4v09QFG4cVaY-hD8_J_k8DeZ1HPJeJWuRSjK-zeqDk4rxlg==,Manhattan,Hell's Kitchen,40.76017,-73.99198,Entire home/apt,200,4,30,2017-10-24,0.65,1,0
13202401,"West 48th Street, Lux Studio near Rockefeller Ctr",gAAAAABddcx9Ya9rjV4_yCLWZoYvs-xeTBopSDr9lyOF5ugw9mCPKvZhfLHjjUNZ9-UuShYU_7XtF3ciLxj58zN8qCL1HR4tNA==,gAAAAABddcx9jP5F99KbV0jDHe-cozqk1bnh4PMGw094dT6ZKRvMmqNpMpCEhitcUlUhy3JeZxc3As3jlEYZcg2IeijfKtm2MA==,Manhattan,Midtown,40.75641,-73.97811999999998,Entire home/apt,219,30,0,,,87,342
31799369,Private West Village Townhouse w/ Hot Tub,gAAAAABddcx9vbDsH2VUbBTmc8noD0CmWR2WYVy_pRrZ5jO4gsqC1lrIkl6Z0N1eRQRDvk_qSOCQKRMsTdCXPS8KqRmf1AVcoA==,gAAAAABddcx9jIGOU3GJrfF0RpQ7YdW547oxqkhDaMFujUdzC8soAOfKShQCAlygLF5GyPPD9bWQLptkOLxYdZN4dxsRnTlwlQ==,Manhattan,West Village,40.73271,-74.00324,Entire home/apt,700,4,10,2019-06-01,2.56,1,127
21794374,@the heart Of Queens. 20Mins 2 Downtown.nearall.B,gAAAAABddcx9ddqEPO7YA-eTbMcLPeQyjhIJEp_ZQvWYW-dXErvI649tcOShLUFE5d4bbSTulJPx8L-6RNew322nXTeYS0weBw==,gAAAAABddcx90kS7CFdBzTURkWHNRC0u8_2ClHBqUEQkhUwGxL31DMFc_bpqG_jL-yQQQfpEGXTTJf3z89z99OsA-8umHJ8U-g==,Queens,Elmhurst,40.73914,-73.87116,Entire home/apt,99,4,42,2019-06-16,2.17,2,64
10974609,"Cozy couch, free parking, near park",gAAAAABddcx9gszbKLGA0_dNLY1FsMlsJ9nDg_jwzQNOcF1IDGKlERGtDqEZ_Z5wLp0IGhKR3FJVODzagmV-iNVHnGjp6MsMlA==,gAAAAABddcx9ga03NqCzrC2Et0i4uge-tSS9KYZOia6P1YVr3j0iGHYuodLfYYOROSqs6bP2LfseYb1tURPpOIYP8PuJl97E2g==,Brooklyn,East Flatbush,40.66209,-73.93947,Shared room,85,1,1,2018-10-08,0.11,1,365
4857075,Beautiful apartment in Bushwick,gAAAAABddcx9EE0Z8G6p2nv-TKMJoDElyrIgzOetNu9qToIDXj4Ad9X17UgcYAAhXuRKlGkVrLNMIWxloF2Hkwcd35Gb81yJPQ==,gAAAAABddcx9b7EGPUzinlDnJenZeuz1XyoO7hYuGkBaYH4fmkHjOIPOSFMXJWUbwvUtCd7gISg0EpUfnKp5FS7mEWtLb8V45g==,Brooklyn,Bushwick,40.69986,-73.9298,Entire home/apt,159,3,30,2018-01-01,0.54,1,0
21177608,Feng Shui Private Room In Brooklyn,gAAAAABddcx9cJ49u_fBGGBAm758KLlydmIeUrtc30lwmfJjB0GjSziMyEkdMEB6L7jf1hcm96D2rp7eOr-f5M_V4FK_5Tzcig==,gAAAAABddcx9dJokjU50CIRjHtaZ0yU3BcgCGVbXeB4YiHfs8bk5KB0cC2ZvoulmASbYZHZNVQuN4IrQnG0tXhx9qPnM8Kgrdw==,Brooklyn,Bushwick,40.6897,-73.9064,Private room,48,2,39,2019-06-19,1.83,4,179
4600556,Beautiful 2 BR Apt UES- Min 30 Days,gAAAAABddcx9CZUSyt_nd-jwUcRXZY35VsyvGzLpFKvGYD4sgG_SwhKOssH3-46EQlljGvJPXJOCXilWSbf-7awl3u3FkVmdNg==,gAAAAABddcx9LKCtmjPB5mAK3mtsp05vWIu8gMPyyob5-tNNHjRDJc4VqI1E2KsZc81-dADcGTMz7UFWpSxJAPXg__lb0K9GlA==,Manhattan,Upper East Side,40.78318,-73.94556,Entire home/apt,300,30,10,2019-02-28,0.19,9,331
2305890,Midwood Aerie - Bright  & Private!,gAAAAABddcx9iAZvLb863ZMlaKpRINDdyaXWDqO3kQpSnQwvvo8USm8WmuGQD8irFoiy0EpCRCTjMI45SdmnMNcyRCSwO282Ow==,gAAAAABddcx9alL4iV8IVQYkBzkZQ1ead0QXpU8nn2i311xtr00sRf8r4DqGtdXcgHb25yHKRghdCHBgQqZfiOQQG0qW0W7rRw==,Brooklyn,Flatbush,40.63449,-73.95742,Entire home/apt,140,1,141,2019-07-01,2.41,1,307
34813344,AWESOME LOCATION!! NEWLY REMODELED APARTMENT!!,gAAAAABddcx9rX7PcOVIsvl0bHKIDmKvRSRF2N7kkUCPLJZ6j4wNgqYYwLA41nEiBTwvkptTRNifKTWKq22ZldIPvsDDHJFSvA==,gAAAAABddcx9SLa8IpAQBBqy2ZV4LxvwkmeS68KwvCBfnkV7jzOfwRFGmnRZdI2tICjtad3SdRakpldNaGrqr6D00Zt398kLgQ==,Brooklyn,Williamsburg,40.71597,-73.96106999999998,Entire home/apt,650,3,1,2019-06-17,1.0,1,352
35170369,Luxury Living in Greenpoint,gAAAAABddcx9NfV4MrOAeprFKv8QLFO11yA2hu3-WwYntPHNlPJuhgY6c9OUhxCTN3Bt8nLadcCokfh-iIebBSUqUnR-f2Q9WQ==,gAAAAABddcx9s-PJJY0OZ_J5VElr1mLxN7nJVyfVwnZSS8DyLfdPr70AIjVCUMQw-mCPWGRhKJuZoZvbQJlbnoEqXgb4i_nU8Q==,Brooklyn,Greenpoint,40.72792000000001,-73.9591,Entire home/apt,250,10,0,,,1,155
30558219,Master bedroom w/priv bathroom in heart of BedStuy,gAAAAABddcx9y3zDKDtwdaiip1v03I9d9EWelEpFAOrinEccypKWKq5Ahl_fX2CJujrvaNdT5S6n2ueU-VaNIo7R9xRIw_jKDA==,gAAAAABddcx9rLANTaKJMnA06JagKZVayLZmZj7QAG4SrA7J759Y5OFmj2gLLRqtBsw8kDeX2gyiRUHLuPjSQWOi80oPzytGRA==,Brooklyn,Bedford-Stuyvesant,40.68548,-73.93145,Private room,90,3,2,2019-06-17,2.0,1,1
34508939,Nice bedroom with comfy Simmons bed -1min to train,gAAAAABddcx9bAcHi2N_yQN-i9vkvSjYOJALC6EIWYJKBwgf7froLRKkVrkhuMitmhWf0uwQiT8BwzKvr9K6H14gBlEn8KCyrg==,gAAAAABddcx9LxCwNVx1gsVYmxy6gm6dJrz8_2PS33Bt_Loc_Jcczds2NHwN34YEs60y4-204YhfSfngqQdPpSg1dcUZmxehSQ==,Brooklyn,Bay Ridge,40.6347,-74.02268000000002,Private room,54,1,8,2019-06-30,4.21,2,339
19247214,Spacious Bedroom in Full Floor East Village Apt,gAAAAABddcx9_yAJzY25WNTMvKoQX5aUIi_eSmxUdwOxbu_9tRxtPUvfklD6TdE0vvnsFtbbQ7C6jAvG0Qgoy4Rrfgre8iAO_A==,gAAAAABddcx92TF3xrxYzIYJzvB1LisazdDSYD5m13wVKo98XP5cdTbsaWMSfcsivVVM0JrRghZxdnfMiEm-ipcgJSrKCN3y4w==,Manhattan,East Village,40.72717,-73.98643,Private room,180,1,28,2019-06-24,1.17,7,328
24554027,"Sunlit Room in Prospect Heights, Brooklyn",gAAAAABddcx9bw_pghkWReQzJ7HFKk8ZIdb3q45DHJYn7ifkiJb5x8p4-tERDykdNqz89lr4zntR9Rb-X759AJglhts7WgzYDA==,gAAAAABddcx9z5WUB9tUD1T3kzZqNJXAU9seVJnrMnrwhjxV-xstbEY5Rns7IIhUJTrZ13roMFO71x7gjhbtMLLiFBg8WcRh_Q==,Brooklyn,Crown Heights,40.67652,-73.96198000000003,Private room,974,7,0,,,2,0
16368328,Cozy Harlem Jewel,gAAAAABddcx93jJmKgiwJJ8VDczM7VvE7y4FmmhTZ-fDJHqqRqsfXSerXbt2XxwoFsnxW8Be97dHYwNF-K0Y7FUExQUqxsfXEg==,gAAAAABddcx9wdncNS6-yl7Age7t5_qM8zYwFM2t9IwNzPITNJI9M2lEjErqs_KJilnnaZqBVZqI4zG7Ho7NZ85gdIuOucI9cQ==,Manhattan,Harlem,40.8228,-73.93956,Private room,60,2,119,2019-06-24,3.82,1,198
19058675,Experience Upper New York Living,gAAAAABddcx9dpH9M77ckaW8ymyH8ZOJp3k7GSEWaC7qH128djTm2QMZrDcQyEMVC62a3y3XC7K_0YRndhrYF4jnJ4tMPsUB2w==,gAAAAABddcx9w0GQY-sPPBSeWBX9vkHL2PhbIQah_SSW54jHbb175emmHyD1jV9kDzsP_Q1gX63wuiej2Ww4EghDyFbiAE36sA==,Manhattan,Washington Heights,40.84202,-73.94171,Entire home/apt,108,7,4,2017-08-15,0.17,1,50
29731625,Sunlit Spacious Apartment in Brooklyn,gAAAAABddcx9d_vDEKGrrfJSycQcDFz6qpfVpuTWHmlVJAfcKtWMZDfGnQiHfQDHxc0yeXXBQvJ26ZNbPTdv3Uz2xaztnRJ2Wg==,gAAAAABddcx9lbCqBB5RQqaxAqEY1J8Sg-9dyAVEgN69X3QGpfYr9ZadwOu1YZbhY23DgOoNu9vKOm1acYXQSJE4q2ZwvGQSag==,Brooklyn,Crown Heights,40.67452,-73.95906,Entire home/apt,120,4,3,2019-05-25,0.47,1,7
33829538,Luxury 2 Bed 2 Full Bath Walk to Times Square,gAAAAABddcx9Reb5v79qIdfeQ66DB-E50enPfmOfeCZ13sy5wwPipS1weQmJny2f8HjaoS7gAk-oFuXSMInLuE2_65y0TMOTvA==,gAAAAABddcx92gTeVJB2d0FnxUtk6YfJ84zPCs_h6eL1ng3JSCidQIxNiLrxcvLlTu6pr2HD3GTcxxG1Px87Rz2vSwoLWW7Rew==,Manhattan,Theater District,40.75746,-73.98795,Entire home/apt,420,5,14,2019-06-30,5.06,1,137
4387007,Beautiful Beach  & Great Space,gAAAAABddcx9zKQSDxfVBAxgc6MweuhHUAH8XCCH6FMSX9USxCi5_oxfHUvTWmqMnH0nR8b5k2EUxLLgZimcrctpaklT57qMGQ==,gAAAAABddcx9t_tN3Cvms5j_m2zQGbBM4ng7VhSwb3cDJRHfPkHLebXjuR4SHwiMq4MzLgP3cgAbt2O7_iSX185zv49iUDAqtg==,Queens,Belle Harbor,40.57321,-73.85769,Private room,110,2,1,2019-06-23,1.0,1,325
15454216,Convenient 2 BRs in 4BR Apartment in Williamsburg,gAAAAABddcx9_D124NfS6KCdt3OEDGZDp6a0w7D3jHKnfx-S3dm2ENF3Camb80tydsRBcpk51l2qWypHZiYS8e0UBtLRUddifQ==,gAAAAABddcx9IgnvbefIT2r4jNe0EZqT7tXBWVmkPfT6x0NM6L13AhZhdqJCadGlqzkJOWY2WnCPyAPswTGqIl8MjmLiZNLE-Q==,Brooklyn,Williamsburg,40.7146,-73.96321,Private room,90,1,1,2016-12-25,0.03,5,0
4444204, 2-3 bedroom UWS garden triplex ,gAAAAABddcx9vQ49wqhhisYLvKj7DAPkIKrSDAwcet_mr1ouuU5lYoTkow5jAo4FcIYOWdMWt_mjMj46Q1qNcXLKipAsNHyZvA==,gAAAAABddcx99fYf00lw7GZsjYAhwmzY3w3lzDiCDdi4FeJbn_F1c5ksbhrrnekXEqnAp6PFpjJD44RDKebtuxMbXlJrfdopSg==,Manhattan,Upper West Side,40.79795,-73.96175,Entire home/apt,300,30,4,2015-10-06,0.07,12,310
26365747,SuperHost 1 block to  Times Square NYC City Center,gAAAAABddcx9XoSxzJ8G4X8r87e8vzLfrlYiCB0R58ric7CZjihjKqUQ7sycggHVQn33tr2fbyNu9U1BVUx7igcOGaUBZ_fFkQ==,gAAAAABddcx9XXjYpLizGx9AB2m2cnH43MQtp_1q_rgre8h6p2hfjAx_Y9AVWaQliABx9jH5NzNWnr4IJSiuz-TO_nacjKlQWQ==,Manhattan,Hell's Kitchen,40.75825,-73.98982,Private room,125,1,54,2019-06-19,4.34,1,341
21410257,"ALL YOURS FULL APARTMENT
2 BDM 2 BTH East Village!",gAAAAABddcx9jIEI-H2-nDn_ZYW-i_t3hVyVIrSVxtkL2vFum0AW-TKBrVsrEzKoDsfeXm3Xjog79TIXaoXmwAqdfv263HuKig==,gAAAAABddcx9bTAHIFDIfajwew106HW9nDMzczcHqGUJaTm_V377sZyF5HrHb9_FxfeS8JRiAR0Kk652q0zrqGhG6hUnRL-y0Q==,Manhattan,NoHo,40.72617,-73.99218,Entire home/apt,250,2,2,2017-11-06,0.1,2,0
23289645,Hamilton Heights home,gAAAAABddcx9OMDaLm-KAaF415KILiVcqgR451v5eg4m-tpOY9GtFzwqZ1NrTMuOARfrHwrVXnGy1dYZBgPlLb-rXjW-7lb_2w==,gAAAAABddcx9ViabIUZupPvIaQ77Abjga1bOoABWT3KO9MiQgISP9KDsvEpgnODIYnfUVKRbshO0oWd7i8-P68BjXpj2dTto8w==,Manhattan,Harlem,40.82521,-73.94159,Entire home/apt,200,2,2,2018-04-01,0.13,1,0
29898413,Cozy Room for the Holidays in Brooklyn,gAAAAABddcx9LxsXbV9H1R6tM2aOHJX8HSYl7XdTC2CdhfsDO2ZmQU2nIMa5RA4ZamvYTHWMMrta0xoags1NSHKSg91cCHDDQA==,gAAAAABddcx9KdxaYqspghslyDQe9VLt6dYIlG3RYvlD9ckDAJ6YtwgVNiRMSSs4Eh3ZO3IetEve1qOOhZlsqHOrMpguYmya2w==,Brooklyn,Bedford-Stuyvesant,40.68536,-73.92222,Private room,37,18,2,2019-01-15,0.33,2,341
21677053,Luxury Chelsea penthouse w private terrace & view!,gAAAAABddcx9vJl0r-QOjDAYtzzKTYcSvvOGuJmXRzKpI2ARojd9pBp9iH3VTELy_pjcVMp2-NJPf_psu6Kj88O7SzPSYkgVSg==,gAAAAABddcx9EZuVwekk2DoW3amnDfIiy_Bt6sfgkbNzlmAJBGt2oOTYILVz1dcL1IwciZGdSM7Ew7ZtVSkB6kW3M2ZJztdLPQ==,Manhattan,Chelsea,40.74023,-73.99994000000002,Entire home/apt,485,3,2,2019-05-28,0.32,1,1
20405958,2BED 2 BATH CENTRAL PARK /BALCONY /COLUMBUS CIRCLE,gAAAAABddcx9kc5f-ZWH94XYAT08bhFz-ibo59cWkSFji4yF4hnvf1v9lsNL6s2GY3W4n0N5dpctJg6g4HjisF7vhQOUk2aWVw==,gAAAAABddcx9vsBL8_oSYXZgl6mUJEl-FDi-fYgsWQ3dIdFjVAMaW8eWTizpxXLTsEdedrOQcBzClzpzAHw8ujBKR_7TheYeDQ==,Manhattan,Upper West Side,40.776,-73.98815,Entire home/apt,300,30,7,2019-03-29,0.85,25,312
10351249,Spacious 2 Bedroom Lower East Side,gAAAAABddcx9Ym9DCZn0lIfLAGbgcH06gJ4dfgUY2Q7a-y7wKNbkJOnQG0_z3l3dliqwloxKsGkmas3MworNRE8IuwQWpD9UoQ==,gAAAAABddcx9yc-Ij2rO_lGoqkZ33tiINPj1Ynem-SqCJolW7-u03l8nf66Lk-orEXZzNi8KiUyj-R57MBxJB4skaPKYdlQ9-Q==,Manhattan,Chinatown,40.71288,-73.9974,Entire home/apt,180,2,167,2019-06-25,4.04,1,261
17610023,Creative Loft Space (Huge) in Great Location,gAAAAABddcx9V4U2X3aM0zWz523LNs4NYDRWZKyjHYlfzWgeumfAmUriQ_KmhIN6A9us1P3rE4Kfu5dtXSEC398rj4glOpGCXg==,gAAAAABddcx9UghUJTdsxtlog2JKffKC5Vs9Fe7YOQyCRhEC1RhFfyaaUote2cxj7XTBnHt7YiafWdH8a7b7eppdC1eSQA6RUw==,Brooklyn,Prospect Heights,40.68006,-73.97248,Private room,74,1,4,2018-04-07,0.15,1,0
32841296,"❋ FAB BROOKLYN ROOM ❋ PRIVATE ENSUITE, 2 BED'S ;-)",gAAAAABddcx9-ukaAu92FSXUtJ6mGOIijhi2zM3ukxgo8tlQrKTrn4_uOpa2V9Ta6IuYKw38G1s3mj-Rh4ejWFfY0a_96kWHdw==,gAAAAABddcx9KSF7g7rSVeo7mHGlhYDgJyeFso7A0LQ3386AjHsZkKguq65bqVUFlpyvcAWRmWODHgSIfK96XDc0L72RtF_B0g==,Brooklyn,Bushwick,40.69826,-73.93474,Private room,58,1,26,2019-07-07,7.03,1,70
22304663,Charming House with Manhattan Views!,gAAAAABddcx99U1O21Mlm-H7w2Ki0Zxm8R9CJ_renCkyd9WbwNSJytiA9bRNQBdDW2to8R8V33w8uq4stGgJbJ5tVd8hnKNx0w==,gAAAAABddcx9f4cNJ3eTwKXl2Md6boEULG3aFCEZRIZZ8Jjq3wQ1NmTv0oGnxk2Y3KJJZYTbrD5DQrWU8E0j8XYpQf4mByQ_uA==,Queens,Long Island City,40.74801,-73.95031999999998,Entire home/apt,160,2,2,2018-01-01,0.11,1,0
21593310,"STEPS TO LGA, near CITIFIELD, JFK MANHATTAN(RM #2)",gAAAAABddcx9CGIkqq_uwSBlg99y1tvwJCz6tSkTg_BPwOBIXdoOjz7bZWYzF400_HgoijfYl9eQ1KmwCzyNDS5ZmzRDDTcfwA==,gAAAAABddcx9xpB1ZMTPlKyGDbo9qWnz-Xx_A7QqUYn4sPvIFNK7dMcypdbJlMVeS3OPjjp-iX1Od--Z5ps7D6KvqhVOHq-hZw==,Queens,East Elmhurst,40.77046,-73.87335999999998,Private room,60,1,257,2019-07-06,12.54,6,351
15115143,46st Cozy Flat Midtown/Tms Squr/Javits Ctr/Pier 97,gAAAAABddcx9McQnAWrSd5YrlboG07rlKApXzbXdN143ig54Ithy4PhrnS2emE-8hGhM8qwZ27wcRJF240N0JDT38k06XbDGEA==,gAAAAABddcx9OXxIwmAVJriikZNJU5y0W3TbtU0XXqNrIclOJK-Vfueku6eA0DT5-A1bkY4dZTw2UV-Ubxiakkb6BoWLOMTt7Q==,Manhattan,Hell's Kitchen,40.76338,-73.99552,Entire home/apt,200,3,170,2019-07-02,4.99,1,82
6380118,Brooklyn artist apartment,gAAAAABddcx9-JzhUjNpBwEbkvR2RkYsV8QDo_ZmXqwK6pGWRNWCxUTKMnuWB2EeH0R-piUn6DMWk-osxEIIWlhWpa-SBvStOg==,gAAAAABddcx9-QI3bLqjWpyORvyVVZJoysX3UtKGZbpy8aoVb9wFJUnr5pOZUF5GUSQXPV0yZEr6nLB0A4Jr8oQ4HmR0DDUJsg==,Brooklyn,Bushwick,40.70104,-73.91813,Private room,42,3,5,2017-08-20,0.1,1,298
10116081,Apartment in Midtown East of NYC,gAAAAABddcx9Tj4XKroIq8cLUb8jYu_p9ZU2tGAAeA24IVOOiuDLn6IPLG26qH2nGVHjPhiaawKwjOOkxxfQ0l2Gyp07nukKrA==,gAAAAABddcx9YUfWLMP3JkCknDXsn_kgOHN-mGxpHuS6sjx-jAw8gJu3BOsOtuSn2s1V56xHkHj3J0h08RcziXuTrgH4lgIJNw==,Manhattan,Midtown,40.75939,-73.96949000000002,Entire home/apt,200,1,0,,,1,0
30901275,The Den -  3 mins  to JFK,gAAAAABddcx9CsWr6bVzO27yHK8IegMv1eGG_K533J0as5tTJjKNLoCh_pBdlpQa5TnC2MYmRJ2rxozjyEhQOfbNdMSqVCO63Q==,gAAAAABddcx9M5K9aPow4pjFosMvjQgfTQ4zQbk2XZgnbxqWZ37FpXwTSSvTgtyTrlg4BH2lhgGMrewppkOUGo6RP-GAXtBOIiVCtcD1X1AX3T548VOxbdw=,Queens,Springfield Gardens,40.66284,-73.76961999999997,Private room,45,1,17,2019-06-11,2.6,3,0
14050933,"Large, sunny room in Brooklyn",gAAAAABddcx9nkP7wgBptaulXR9mnHzwQcFNeTfpD6-4kvPtG5dIy1sCwueIol7AFhqTgys3jqanijux6TJgrQcHAOBQe02_2w==,gAAAAABddcx9P1FEkkCP9Hqvt2FORCeOcWNMUosYz57U5a-L1JCcJOjNFj-7oZjeEVuh-MEeu0d3sB2o3qvo8rJp1r-A369OQA==,Brooklyn,Sunset Park,40.64775,-74.00858000000002,Private room,41,3,2,2016-09-11,0.06,1,0
23702356,The Yellow CropTop in Harlem NYC,gAAAAABddcx9FMNtZKpPap6HGQuvb-9ikHtRfBSBpkF-9HKBM0rG-wi7PK0wtTmNu8b2MRUxhn-Y_5D4UOQunCt4hFPWCU9VTw==,gAAAAABddcx9pxdXYzGdNFCUF_gCKUDAMRAJlH9I5AsItfXUjUoD5LxQaLGhp_ZlnZ3DDdIZrSur6bxKWVpjgOoMHIXN-C_I1g==,Manhattan,Harlem,40.81274000000001,-73.9455,Private room,147,1,3,2019-04-22,0.3,2,57
35346820,Private Room in Luxury Penthouse Apartment,gAAAAABddcx9QKNbdtt2SvBD0p8O2v5fcUEXyDTuJd7G6N1ux-u04pYNuk6EeJgKokbsYt1TqESy1ITp9rbvitDs5Oe0d-z9PQ==,gAAAAABddcx9TQj1Os8EOx8qmG5FEuDbikMqe2agfrFjsVJChmgb7iKnHJuTxrPgdjaiItEo2Zhkx_t0B1JxIgETHZXsX2xm_w==,Brooklyn,East Flatbush,40.65539,-73.94960999999998,Private room,175,1,3,2019-06-30,3.0,1,87
34464505,TIMES SQUARE Cozy private room,gAAAAABddcx9hC7U3elq6GvBqaxRhn_PmLUOzbFCaIYdAUo2ZmGPiLVNIDnA3qhZzAw8ZFKDItKUkQmUOZCyhebu7djnEdsf0w==,gAAAAABddcx9mlrJfzpaFzNmcRjECU5j0T2El73o1tgnMzktlURDLgau2AgH3iI6F4G1RfWjUght-izdw3qLZBj8TgB5Ti7CrA==,Manhattan,Hell's Kitchen,40.75865,-73.99,Private room,100,1,6,2019-06-23,3.4,4,116
29339032,Cozy Apartment in Lively Brooklyn 15 Min from Pier,gAAAAABddcx9HyH_WkyKpu2G4qIldLgoRi5yiQtAwf-YGxby8C30cgmqdOUcIsAVpoO7UpBd0OP5VCWLWPoSlclrn8XSdDOqbg==,gAAAAABddcx92KmHnTIFkRM-ElG_KmP-Ww0hJ13L-Byg3C-Np397UEXaZTszgQiIPxcUQyxMTmc7-SGhT-EceExS0rC8tbm_pQ==,Brooklyn,Crown Heights,40.67115,-73.94932,Entire home/apt,110,2,0,,,1,107
18908676,"Big, bright room in bushwick in 3BR",gAAAAABddcx9mYy9123y5JHwzUZPrt4XaSK7kbUadRjchZlFH6oHvs0TwsT6I3_xNA-cufMNHV1OxdPv0cWZyeINX2xk0YmLYQ==,gAAAAABddcx9EDJYl0WAAwvh6kgRyBZk0WFucwh5YLeP5ZEs9cUgcNhInJFLkCDyGGk36IIo7gy1jpM-cuiBB1WSg-QetdtJ8w==,Brooklyn,Bushwick,40.69501,-73.92538,Private room,45,3,4,2019-06-24,0.16,2,8
21772083,Comfortable 1 Bedroom Apartment,gAAAAABddcx9d969gpC_P4zBaTbHuKK5JQUnD7e2l8h0ZiWoQZ6xk92YEhWwegF2Q-X00D4IZcH7mUU5p-XNtsqSaLf6M77k5g==,gAAAAABddcx9e5NC6DM0KNHfDQ1a74hthkZOe54S1HQT0JX8b61SZF3PjWeFiaY4aLUIZEQaRfTxySix26aLe7OlGoSclJvfOw==,Brooklyn,Bath Beach,40.60674,-74.00428000000002,Entire home/apt,99,3,39,2019-07-01,2.37,1,306
30498747,Luxurious bedroom in Tribeca - walk to World Trade,gAAAAABddcx9uQuxrh5lACmUBh_IxmCPEO1mfBesnCiXNl7e3AzJLRvbvmDwVvYfztZIp1nJT_4rmm7bwxK7WZq6cDGwVghrig==,gAAAAABddcx9NKC3W9aB63RfEwGk3Nc0w2VUrL_4h_mCbaePP0ijkMErBKCkFmzI_wmyCi2SF1MJP_PYkf9AsOhmVC8p4-mdKQ==,Manhattan,Tribeca,40.71802,-74.01038,Private room,97,1,4,2019-04-26,0.63,1,0
27874237,Park Slope Perfect 2 BR,gAAAAABddcx9QE_rnM34KV5LNUCX39YaziqCAuVj_KeMg5OGq_vpO5FKdMWmD2E_U6Q6Zd9zNpKWz0PnhgO6lx6yZmuahhctPA==,gAAAAABddcx9Oz2hpcgsobVyFygWHCDqoMvcAc-NBCNCctv9boH4HkaTTxSepHQWBGFhMtzNc2zkxwOHgcudmhjDUBvo2ubJpQ==,Brooklyn,South Slope,40.66875,-73.98779,Entire home/apt,150,31,1,2019-05-24,0.64,2,281
9755479,Beautiful 1BR NYC,gAAAAABddcx93ALjg5-WnzKvRZPndGYZDlRegFBU-fQN_UTRlHaD4Yhy4KBWi7bmwfmHVKTH-BN3Uy1kOEiQxGkyvNLSud0FIQ==,gAAAAABddcx9L4h5jW-vQaLTBngAzoA58qVCyIUtR3Zm0sBl0lik-WDRJeSLayDdwhk2hks6mABhMRZ6kRQIIHI7eaPPmyVeKA==,Manhattan,East Village,40.73333,-73.99075,Entire home/apt,300,1,0,,,1,0
27518599,Spectacular East Village Loft,gAAAAABddcx93IqmOi0q6dIH8Xsk6EHJZsvyJdVS8DUB__om1cUE_eElbfAPsnEfQTOOyFQe3vTJFjVc-L-dl2BOIbwp91xBIg==,gAAAAABddcx9JeOuBf75-05YEDuEHn97aiIp600dk5e3BTQFF2wpEwRKQ2r1BWup4JABeqzse3LnrgXqfr0gQ_HclDKRgAtzrg==,Manhattan,East Village,40.73052,-73.98277,Entire home/apt,450,3,34,2019-07-05,3.37,1,80
29906233,BRONX SUNNY CLEAN ROOM,gAAAAABddcx9Nb5zRJSRk5sVRTMVK0LorbcDm2RuuClvtfOrMedVTIBgKbzBVwJNnS7X7wVdT2BP5OAmP8ZPwRqceQLAVZshDw==,gAAAAABddcx98xLH98RXt3t8pNzIcmZHyO_EtgPzaP1WVsyfB-TQi1KqJ9lvZpPYOplLPLjDMYomYupXcS3PFU-8R6QyQXbT4g==,Bronx,Parkchester,40.83872,-73.87149000000002,Shared room,45,7,0,,,1,280
